,disclosure_year,disclosure_date,transaction_date,owner,ticker,asset_description,type,amount,representative,district,ptr_link,cap_gains_over_200_usd,name,party,min_value
0,2021,2021-10-04,2021-09-27,joint,BP,bp plc,purchase,"$1,001 - $15,000",Hon. Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019557.pdf,False,"Foxx, Virginia",Republican,1001
1,2021,2021-10-04,2021-09-13,joint,XOM,exxon mobil corporation,purchase,"$1,001 - $15,000",Hon. Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019557.pdf,False,"Foxx, Virginia",Republican,1001
2,2021,2021-10-04,2021-09-10,joint,ILPT,industrial logistics properties trust common shares of beneficial interest,purchase,"$15,001 - $50,000",Hon. Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019557.pdf,False,"Foxx, Virginia",Republican,15001
3,2021,2021-10-04,2021-09-28,joint,PM,phillip morris international inc,purchase,"$15,001 - $50,000",Hon. Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019557.pdf,False,"Foxx, Virginia",Republican,15001
4,2021,2021-10-04,2021-09-17,self,BLK,blackrock inc,sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019570.pdf,False,"Lowenthal, Alan S.",Democratic,1001
5,2021,2021-11-02,2021-10-13,joint,MO,altria group inc,purchase,"$1,001 - $15,000",Hon. Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf,False,"Foxx, Virginia",Republican,1001
6,2021,2021-11-02,2021-10-07,joint,DUKH,duke energy corporation 5 125 junior subordinated debentures due 2073,sale_full,"$50,001 - $100,000",Hon. Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf,False,"Foxx, Virginia",Republican,50001
7,2021,2021-11-02,2021-10-08,joint,GSK,glaxosmithkline plc,purchase,"$1,001 - $15,000",Hon. Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf,False,"Foxx, Virginia",Republican,1001
8,2021,2021-11-02,2021-10-07,joint,OLP,one liberty properties inc,purchase,"$1,001 - $15,000",Hon. Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf,False,"Foxx, Virginia",Republican,1001
9,2021,2021-11-02,2021-10-04,joint,PPL,ppl corporation,purchase,"$1,001 - $15,000",Hon. Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf,False,"Foxx, Virginia",Republican,1001
10,2021,2021-11-02,2021-10-25,joint,SCU,sculptor capital management inc class a,purchase,"$15,001 - $50,000",Hon. Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf,False,"Foxx, Virginia",Republican,15001
11,2021,2021-11-02,2021-10-26,joint,SCU,sculptor capital management inc class a,purchase,"$1,001 - $15,000",Hon. Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf,False,"Foxx, Virginia",Republican,1001
12,2021,2021-11-02,2021-10-08,joint,VIASP,via renewables inc 8 75 series a fixed to floating rate cumulative redeemable perpetual preferred stock,purchase,"$1,001 - $15,000",Hon. Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf,False,"Foxx, Virginia",Republican,1001
13,2020,2020-04-28,2020-02-24,joint,BHC,bausch health companies inc ,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,"Lee, Susie",Democratic,1001
14,2020,2020-04-28,2020-03-06,joint,BAH,booz allen hamilton holding corporation,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,True,"Lee, Susie",Democratic,1001
15,2020,2020-04-28,2020-03-23,joint,BYD,boyd gaming corporation,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,"Lee, Susie",Democratic,1001
16,2020,2020-04-28,2020-02-04,joint,CTLT,catalent inc ,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,"Lee, Susie",Democratic,1001
17,2020,2020-04-28,2020-03-18,joint,CBRE,cbre group inc common stock class a,sale_partial,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,"Lee, Susie",Democratic,1001
18,2020,2020-04-28,2020-03-24,joint,CNC,centene corporation,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,"Lee, Susie",Democratic,1001
19,2020,2020-04-28,2020-03-31,joint,DG,dollar general corporation,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,"Lee, Susie",Democratic,1001
20,2020,2020-04-28,2020-02-26,joint,DPZ,domino's pizza inc,sale_partial,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,True,"Lee, Susie",Democratic,1001
21,2020,2020-04-28,2020-02-05,joint,DNKN,dunkin' brands group inc ,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,"Lee, Susie",Democratic,1001
22,2020,2020-04-28,2020-02-24,joint,ENV,envestnet inc,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,"Lee, Susie",Democratic,1001
23,2020,2020-04-28,2020-02-21,joint,ENV,envestnet inc,sale_partial,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,"Lee, Susie",Democratic,1001
24,2020,2020-04-28,2020-03-06,joint,AQUA,evoqua water technologies corp ,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,"Lee, Susie",Democratic,1001
25,2020,2020-04-28,2020-03-17,joint,LKQ,lkq corporation,sale_partial,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,"Lee, Susie",Democratic,1001
26,2020,2020-04-28,2020-02-24,joint,MAS,masco corporation,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,"Lee, Susie",Democratic,1001
27,2020,2020-04-28,2020-02-05,joint,NXST,nexstar media group inc class a,sale_partial,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,True,"Lee, Susie",Democratic,1001
28,2020,2020-04-28,2020-02-24,joint,OKE,oneok inc ,sale_partial,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,True,"Lee, Susie",Democratic,1001
29,2020,2020-04-28,2020-03-09,joint,OKE,oneok inc ,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,"Lee, Susie",Democratic,1001
30,2020,2020-04-28,2020-02-24,joint,PANW,palo alto networks inc ,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,True,"Lee, Susie",Democratic,1001
31,2020,2020-04-28,2020-03-06,joint,RP,realpage inc ,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,True,"Lee, Susie",Democratic,1001
32,2020,2020-04-28,2020-03-16,joint,QSR,restaurant brands international inc common shares,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,"Lee, Susie",Democratic,1001
33,2020,2020-04-28,2020-02-05,joint,QSR,restaurant brands international inc common shares,purchase,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,"Lee, Susie",Democratic,1001
34,2020,2020-04-28,2020-03-24,joint,SCI,service corporation international,sale_partial,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,"Lee, Susie",Democratic,1001
35,2020,2020-04-28,2020-02-25,joint,COO,the cooper companies inc ,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,True,"Lee, Susie",Democratic,1001
36,2020,2020-04-28,2020-02-24,joint,UNVR,univar solutions inc ,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,"Lee, Susie",Democratic,1001
37,2020,2020-04-28,2020-03-17,joint,USFD,us foods holding corp ,sale_partial,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,"Lee, Susie",Democratic,1001
38,2020,2020-04-28,2020-02-25,joint,MTN,vail resorts inc ,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,"Lee, Susie",Democratic,1001
39,2020,2020-04-28,2020-02-26,joint,VLO,valero energy corporation,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,"Lee, Susie",Democratic,1001
40,2020,2020-04-28,2020-02-18,joint,WAB,westinghouse air brake technologies corporation,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,"Lee, Susie",Democratic,1001
41,2020,2020-04-28,2020-03-18,joint,WH,wyndham hotels resorts inc ,sale_full,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,"Lee, Susie",Democratic,1001
42,2020,2020-04-28,2020-03-17,joint,WH,wyndham hotels resorts inc ,sale_partial,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,"Lee, Susie",Democratic,1001
43,2020,2020-04-28,2020-02-05,joint,XPO,xpo logistics inc ,sale_partial,"$1,001 - $15,000",Hon. Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,"Lee, Susie",Democratic,1001
44,2020,2020-04-28,2020-03-16,self,BRK.B,berkshire hathaway inc new,sale_full,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016500.pdf,False,"Lowenthal, Alan S.",Democratic,1001
45,2020,2020-04-28,2020-03-13,self,BSX,boston scientific corporation,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016501.pdf,True,"Lowenthal, Alan S.",Democratic,1001
46,2020,2020-04-28,2020-03-13,self,SPCE,virgin galactic holdings inc ,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016501.pdf,False,"Lowenthal, Alan S.",Democratic,1001
47,2020,2020-09-22,2020-08-17,,,metallic minerals corp ,sale_partial,"$100,001 - $250,000",Mr. TJ John (Tj) Cox,CA21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017403.pdf,True,"Cox, TJ",Democratic,100001
48,2021,2021-03-23,2021-01-27,self,,zimmer biomet holdings,sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018447.pdf,False,"Lowenthal, Alan S.",Democratic,1001
49,2021,2021-03-23,2021-02-08,,,zimmer biomet holdings,sale_full,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018447.pdf,False,"Lowenthal, Alan S.",Democratic,1001
50,2021,2021-03-23,2021-02-08,self,,zimmer biomet holdings,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018448.pdf,False,"Lowenthal, Alan S.",Democratic,1001
51,2021,2021-03-23,2021-02-04,self,DD,dupont de nemours inc,sale_full,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018449.pdf,False,"Lowenthal, Alan S.",Democratic,1001
52,2021,2021-03-23,2021-02-19,self,,celegene corp,sale_full,"$15,001 - $50,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018450.pdf,False,"Lowenthal, Alan S.",Democratic,15001
53,2021,2021-03-23,2021-02-16,,,outfront media,sale_full,"$15,001 - $50,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018450.pdf,False,"Lowenthal, Alan S.",Democratic,15001
54,2021,2021-03-23,2021-03-15,joint,COLD,americold realty trust common shares,sale_full,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018451.pdf,False,"Lowenthal, Alan S.",Democratic,1001
55,2021,2021-03-23,2021-03-15,self,COLD,americold realty trust common shares,sale_full,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018452.pdf,False,"Lowenthal, Alan S.",Democratic,1001
56,2021,2021-03-23,2021-03-11,self,ADBE,adobe inc,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018453.pdf,False,"Lowenthal, Alan S.",Democratic,1001
57,2021,2021-03-23,2021-03-12,self,COLD,americold realty trust common shares,sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018453.pdf,True,"Lowenthal, Alan S.",Democratic,1001
58,2021,2021-03-23,2021-03-15,self,COLD,americold realty trust common shares,sale_full,"$15,001 - $50,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018453.pdf,True,"Lowenthal, Alan S.",Democratic,15001
59,2021,2021-03-23,2021-03-11,self,NVDA,nvidia corporation,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018453.pdf,False,"Lowenthal, Alan S.",Democratic,1001
60,2021,2021-01-26,2021-01-22,,DUK,duke energy corpoation,purchase,"$1,001 - $15,000",Hon. Mo Brooks,AL05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018077.pdf,False,"Brooks, Mo",Republican,1001
61,2021,2021-01-26,2021-01-22,joint,LEE,lee enterprises inc ,sale_full,"$1,001 - $15,000",Hon. Mo Brooks,AL05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018077.pdf,False,"Brooks, Mo",Republican,1001
62,2021,2021-01-26,2021-01-22,self,LEE,lee enterprises inc ,sale_full,"$1,001 - $15,000",Hon. Mo Brooks,AL05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018077.pdf,False,"Brooks, Mo",Republican,1001
63,2021,2021-01-26,2020-11-24,self,LEE,lee enterprises inc ,purchase,"$1,001 - $15,000",Hon. Mo Brooks,AL05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018077.pdf,False,"Brooks, Mo",Republican,1001
64,2021,2021-01-26,2021-01-21,,,spectra energy capital llc,sale_full,"$1,001 - $15,000",Hon. Mo Brooks,AL05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018077.pdf,True,"Brooks, Mo",Republican,1001
65,2021,2021-01-26,2020-12-01,joint,VTRS,vitatris inc ,sale_full,"$1,001 - $15,000",Hon. Mo Brooks,AL05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018077.pdf,False,"Brooks, Mo",Republican,1001
66,2021,2021-01-26,2021-01-12,self,GM,general motors company,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018081.pdf,False,"Lowenthal, Alan S.",Democratic,1001
67,2021,2021-01-26,2021-01-12,self,JIH,juniper industrial holdings inc class a,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018081.pdf,False,"Lowenthal, Alan S.",Democratic,1001
68,2021,2021-01-26,2021-01-14,self,JIH,juniper industrial holdings inc class a,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018081.pdf,False,"Lowenthal, Alan S.",Democratic,1001
69,2021,2021-01-26,2021-01-15,self,JIH,juniper industrial holdings inc class a,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018081.pdf,False,"Lowenthal, Alan S.",Democratic,1001
70,2021,2021-01-26,2021-01-11,self,JIH,juniper industrial holdings inc class a,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018081.pdf,False,"Lowenthal, Alan S.",Democratic,1001
71,2021,2021-01-26,2021-01-12,self,GM,general motors company,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018082.pdf,False,"Lowenthal, Alan S.",Democratic,1001
72,2021,2021-01-26,2021-01-12,self,JIH,juniper industrial holdings inc class a,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018082.pdf,False,"Lowenthal, Alan S.",Democratic,1001
73,2021,2021-01-26,2021-01-14,self,JIH,juniper industrial holdings inc class a,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018082.pdf,False,"Lowenthal, Alan S.",Democratic,1001
74,2021,2021-01-26,2021-01-11,joint,GIS,general mills,sale_full,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018083.pdf,False,"Lowenthal, Alan S.",Democratic,1001
75,2021,2021-01-26,2021-01-12,joint,GM,general motors company,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018083.pdf,False,"Lowenthal, Alan S.",Democratic,1001
76,2021,2021-01-26,2021-01-11,joint,TMUS,t mobile usa,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018083.pdf,False,"Lowenthal, Alan S.",Democratic,1001
77,2021,2021-01-26,2020-07-02,,COST,costco wholesale corp,purchase,"$1,001 - $15,000",Hon. Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf,False,"Wittman, Robert J.",Republican,1001
78,2021,2021-01-26,2020-07-02,,CCI,crown castle international corp,purchase,"$1,001 - $15,000",Hon. Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf,False,"Wittman, Robert J.",Republican,1001
79,2021,2021-01-26,2020-07-02,,CVS,cvs health corporation,sale_full,"$1,001 - $15,000",Hon. Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf,False,"Wittman, Robert J.",Republican,1001
80,2021,2021-01-26,2020-07-02,,DUK,duke energy corp,sale_full,"$1,001 - $15,000",Hon. Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf,False,"Wittman, Robert J.",Republican,1001
81,2021,2021-01-26,2020-07-02,,HD,home depot,purchase,"$1,001 - $15,000",Hon. Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf,False,"Wittman, Robert J.",Republican,1001
82,2021,2021-01-26,2020-07-02,,KMB,kimberly clark corp,purchase,"$1,001 - $15,000",Hon. Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf,False,"Wittman, Robert J.",Republican,1001
83,2021,2021-01-26,2020-07-02,,RGLD,royal gold inc,purchase,"$1,001 - $15,000",Hon. Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf,False,"Wittman, Robert J.",Republican,1001
84,2021,2021-01-26,2020-07-02,,V,visa inc,purchase,"$1,001 - $15,000",Hon. Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf,False,"Wittman, Robert J.",Republican,1001
85,2021,2021-02-25,2021-01-14,,,oregon state health and science university,purchase,"$15,001 - $50,000",Hon. Vern Buchanan,FL16,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018280.pdf,False,"Buchanan, Vern",Republican,15001
86,2021,2021-02-25,2021-01-21,,CI,cigna corporation,sale_partial,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018224.pdf,False,"Frankel, Lois",Democratic,1001
87,2021,2021-02-25,2021-02-10,,CL,colgate palmolive company,purchase,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018224.pdf,False,"Frankel, Lois",Democratic,1001
88,2021,2021-02-25,2021-01-28,,CL,colgate palmolive company,purchase,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018224.pdf,False,"Frankel, Lois",Democratic,1001
89,2021,2021-02-25,2021-01-28,,PPG,ppg industries inc ,sale_partial,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018224.pdf,False,"Frankel, Lois",Democratic,1001
90,2021,2021-02-25,2021-02-10,,TRV,the travelers companies inc ,sale_partial,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018224.pdf,False,"Frankel, Lois",Democratic,1001
91,2021,2021-02-25,2021-01-15,self,FB,facebook inc,purchase,"$100,001 - $250,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,False,"McCaul, Michael T.",Republican,100001
92,2021,2021-02-25,2021-01-27,self,,conn st hsg fin auth hsh mtg f,purchase,"$100,001 - $250,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,False,"McCaul, Michael T.",Republican,100001
93,2021,2021-02-25,2021-01-08,self,,indiana bd bk rev,purchase,"$100,001 - $250,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,False,"McCaul, Michael T.",Republican,100001
94,2021,2021-02-25,2021-01-14,self,FMS,fresenius med care ag,purchase,"$50,001 - $100,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,False,"McCaul, Michael T.",Republican,50001
95,2021,2021-02-25,2021-01-14,self,ACGL,arch cap group ltd,purchase,"$15,001 - $50,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,False,"McCaul, Michael T.",Republican,15001
96,2021,2021-02-25,2021-01-13,self,ACGL,arch cap group ltd,purchase,"$1,001 - $15,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,False,"McCaul, Michael T.",Republican,1001
97,2021,2021-02-25,2021-01-05,self,,triborough brdg tunl auth n,sale_full,"$1,001 - $15,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,False,"McCaul, Michael T.",Republican,1001
98,2021,2021-02-25,2021-01-05,self,,triborough brdg tunl auth n,sale_full,"$1,001 - $15,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,False,"McCaul, Michael T.",Republican,1001
99,2021,2021-02-25,2021-01-04,self,,purdue uiv ind univ revs,sale_full,"$1,001 - $15,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,False,"McCaul, Michael T.",Republican,1001
100,2021,2021-02-25,2021-01-04,self,,oregon st hsg cmnty svcs dep,sale_full,"$1,001 - $15,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,False,"McCaul, Michael T.",Republican,1001
101,2021,2021-02-25,2021-01-14,self,BKNG,booking hldgs inc,sale_full,"$1,001 - $15,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,False,"McCaul, Michael T.",Republican,1001
102,2021,2021-02-25,2021-01-15,self,,massachusetts st hsg cmnty svcs dep,sale_full,"$1,001 - $15,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,False,"McCaul, Michael T.",Republican,1001
103,2021,2021-02-25,2021-01-12,self,CB,chubb ltd,sale_full,"$1,001 - $15,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,False,"McCaul, Michael T.",Republican,1001
104,2021,2021-02-25,2021-01-27,self,HON,honeywell intl inc,sale_full,"$15,001 - $50,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,False,"McCaul, Michael T.",Republican,15001
105,2021,2021-02-25,2021-01-25,self,PCAR,paccar inc,sale_full,"$15,001 - $50,000",Hon. Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,False,"McCaul, Michael T.",Republican,15001
